Vertex 1,Vertex 2,Voted Same,Vertex1_Total,Vertex2_Total,Percent_Agreement
Akaka,Alexander,117,245,242,0.483
Akaka,Allard,84,245,237,0.354
Akaka,Baucus,208,245,245,0.849
Akaka,Bayh,200,245,238,0.840
Akaka,Bennett,121,245,242,0.500
Akaka,Biden,168,245,177,0.949
Akaka,Bingaman,228,245,244,0.934
Akaka,Bond,111,245,232,0.478
Akaka,Boxer,211,245,232,0.909
Akaka,Brown,224,245,238,0.941
Akaka,Brownback,73,245,161,0.453
Akaka,Bunning,94,245,243,0.387
Akaka,Burr,92,245,239,0.385
Akaka,Byrd,213,245,244,0.873
Akaka,Cantwell,225,245,242,0.930
Akaka,Cardin,229,245,243,0.942
Akaka,Carper,222,245,242,0.917
Akaka,Casey,228,245,245,0.931
Akaka,Chambliss,97,245,240,0.404
Akaka,Clinton,222,245,239,0.929
Akaka,Coburn,64,245,212,0.302
Akaka,Cochran,117,245,241,0.485
Akaka,Coleman,152,245,242,0.628
Akaka,Collins,169,245,245,0.690
Akaka,Conrad,220,245,242,0.909
Akaka,Corker,109,245,243,0.449
Akaka,Cornyn,90,245,243,0.370
Akaka,Craig,115,245,243,0.473
Akaka,Crapo,100,245,230,0.435
Akaka,DeMint,75,245,238,0.315
Akaka,Dodd,173,245,183,0.945
Akaka,Dole,91,245,232,0.392
Akaka,Domenici,128,245,239,0.536
Akaka,Dorgan,207,245,242,0.855
Akaka,Durbin,226,245,242,0.934
Akaka,Ensign,89,245,235,0.379
Akaka,Enzi,84,245,226,0.372
Akaka,Feingold,219,245,245,0.894
Akaka,Feinstein,224,245,243,0.922
Akaka,Graham,103,245,237,0.435
Akaka,Grassley,115,245,245,0.469
Akaka,Gregg,97,245,238,0.408
Akaka,Hagel,126,245,231,0.545
Akaka,Harkin,226,245,242,0.934
Akaka,Hatch,108,245,239,0.452
Akaka,Hutchison,102,245,240,0.425
Akaka,Inhofe,77,245,233,0.330
Akaka,Inouye,210,245,217,0.968
Akaka,Isakson,104,245,243,0.428
Akaka,Kennedy,221,245,240,0.921
Akaka,Kerry,218,245,233,0.936
Akaka,Klobuchar,230,245,245,0.939
Akaka,Kohl,230,245,245,0.939
Akaka,Kyl,96,245,238,0.403
Akaka,Landrieu,198,245,242,0.818
Akaka,Lautenberg,223,245,241,0.925
Akaka,Leahy,228,245,243,0.938
Akaka,Levin,223,245,242,0.921
Akaka,Lieberman,215,245,242,0.888
Akaka,Lincoln,220,245,241,0.913
Akaka,Lott,107,245,240,0.446
Akaka,Lugar,146,245,245,0.596
Akaka,Martinez,109,245,241,0.452
Akaka,McCain,56,245,120,0.467
Akaka,McCaskill,197,245,245,0.804
Akaka,McConnell,107,245,245,0.437
Akaka,Menendez,228,245,244,0.934
Akaka,Mikulski,227,245,244,0.930
Akaka,Murkowski,134,245,240,0.558
Akaka,Murray,231,245,244,0.947
Akaka,Nelson (FL),218,245,241,0.905
Akaka,Nelson (NE),196,245,244,0.803
Akaka,Obama,199,245,217,0.917
Akaka,Pryor,209,245,245,0.853
Akaka,Reed,230,245,243,0.947
Akaka,Reid,225,245,245,0.918
Akaka,Roberts,102,245,235,0.434
Akaka,Rockefeller,205,245,232,0.884
Akaka,Salazar,229,245,245,0.935
Akaka,Sanders,221,245,243,0.909
Akaka,Schumer,219,245,235,0.932
Akaka,Sessions,100,245,237,0.422
Akaka,Shelby,112,245,244,0.459
Akaka,Smith,153,245,243,0.630
Akaka,Snowe,177,245,245,0.722
Akaka,Specter,159,245,242,0.657
Akaka,Stabenow,220,245,243,0.905
Akaka,Stevens,130,245,231,0.563
Akaka,Sununu,106,245,242,0.438
Akaka,Tester,203,245,243,0.835
Akaka,Thune,113,245,243,0.465
Akaka,Vitter,84,245,225,0.373
Akaka,Voinovich,138,245,237,0.582
Akaka,Warner,125,245,242,0.517
Akaka,Webb,211,245,245,0.861
Akaka,Whitehouse,234,245,244,0.959
Akaka,Wyden,232,245,244,0.951
Alexander,Allard,197,242,237,0.831
Alexander,Baucus,134,242,245,0.554
Alexander,Bayh,116,242,238,0.487
Alexander,Bennett,203,242,242,0.839
Alexander,Biden,75,242,177,0.424
Alexander,Bingaman,117,242,244,0.483
Alexander,Bond,195,242,232,0.841
Alexander,Boxer,106,242,232,0.457
Alexander,Brown,109,242,238,0.458
Alexander,Brownback,134,242,161,0.832
Alexander,Bunning,202,242,243,0.835
Alexander,Burr,198,242,239,0.828
Alexander,Byrd,131,242,244,0.541
Alexander,Cantwell,119,242,242,0.492
Alexander,Cardin,116,242,243,0.479
Alexander,Carper,124,242,242,0.512
Alexander,Casey,110,242,245,0.455
Alexander,Chambliss,198,242,240,0.825
Alexander,Clinton,107,242,239,0.448
Alexander,Coburn,163,242,212,0.769
Alexander,Cochran,206,242,241,0.855
Alexander,Coleman,181,242,242,0.748
Alexander,Collins,175,242,245,0.723
Alexander,Conrad,126,242,242,0.521
Alexander,Corker,207,242,243,0.855
Alexander,Cornyn,206,242,243,0.851
Alexander,Craig,198,242,243,0.818
Alexander,Crapo,195,242,230,0.848
Alexander,DeMint,187,242,238,0.786
Alexander,Dodd,81,242,183,0.443
Alexander,Dole,197,242,232,0.849
Alexander,Domenici,193,242,239,0.808
Alexander,Dorgan,129,242,242,0.533
Alexander,Durbin,108,242,242,0.446
Alexander,Ensign,194,242,235,0.826
Alexander,Enzi,194,242,226,0.858
Alexander,Feingold,103,242,245,0.426
Alexander,Feinstein,117,242,243,0.483
Alexander,Graham,186,242,237,0.785
Alexander,Grassley,193,242,245,0.798
Alexander,Gregg,193,242,238,0.811
Alexander,Hagel,162,242,231,0.701
Alexander,Harkin,115,242,242,0.475
Alexander,Hatch,201,242,239,0.841
Alexander,Hutchison,199,242,240,0.829
Alexander,Inhofe,188,242,233,0.807
Alexander,Inouye,92,242,217,0.424
Alexander,Isakson,205,242,243,0.847
Alexander,Kennedy,120,242,240,0.500
Alexander,Kerry,114,242,233,0.489
Alexander,Klobuchar,118,242,245,0.488
Alexander,Kohl,110,242,245,0.455
Alexander,Kyl,189,242,238,0.794
Alexander,Landrieu,134,242,242,0.554
Alexander,Lautenberg,114,242,241,0.473
Alexander,Leahy,116,242,243,0.479
Alexander,Levin,111,242,242,0.459
Alexander,Lieberman,127,242,242,0.525
Alexander,Lincoln,127,242,241,0.527
Alexander,Lott,192,242,240,0.800
Alexander,Lugar,190,242,245,0.785
Alexander,Martinez,191,242,241,0.793
Alexander,McCain,101,242,120,0.842
Alexander,McCaskill,131,242,245,0.541
Alexander,McConnell,213,242,245,0.880
Alexander,Menendez,114,242,244,0.471
Alexander,Mikulski,117,242,244,0.483
Alexander,Murkowski,200,242,240,0.833
Alexander,Murray,118,242,244,0.488
Alexander,Nelson (FL),114,242,241,0.473
Alexander,Nelson (NE),145,242,244,0.599
Alexander,Obama,99,242,217,0.456
Alexander,Pryor,145,242,245,0.599
Alexander,Reed,116,242,243,0.479
Alexander,Reid,119,242,245,0.492
Alexander,Roberts,198,242,235,0.843
Alexander,Rockefeller,119,242,232,0.513
Alexander,Salazar,127,242,245,0.525
Alexander,Sanders,115,242,243,0.475
Alexander,Schumer,109,242,235,0.464
Alexander,Sessions,195,242,237,0.823
Alexander,Shelby,200,242,244,0.826
Alexander,Smith,166,242,243,0.686
Alexander,Snowe,169,242,245,0.698
Alexander,Specter,168,242,242,0.694
Alexander,Stabenow,116,242,243,0.479
Alexander,Stevens,193,242,231,0.835
Alexander,Sununu,201,242,242,0.831
Alexander,Tester,130,242,243,0.537
Alexander,Thune,197,242,243,0.814
Alexander,Vitter,172,242,225,0.764
Alexander,Voinovich,172,242,237,0.726
Alexander,Warner,202,242,242,0.835
Alexander,Webb,125,242,245,0.517
Alexander,Whitehouse,113,242,244,0.467
Alexander,Wyden,116,242,244,0.479
Allard,Baucus,106,237,245,0.447
Allard,Bayh,97,237,238,0.409
Allard,Bennett,200,237,242,0.844
Allard,Biden,54,237,177,0.305
Allard,Bingaman,86,237,244,0.363
Allard,Bond,191,237,232,0.823
Allard,Boxer,81,237,232,0.349
Allard,Brown,81,237,238,0.342
Allard,Brownback,138,237,161,0.857
Allard,Bunning,206,237,243,0.869
Allard,Burr,210,237,239,0.886
Allard,Byrd,102,237,244,0.430
Allard,Cantwell,91,237,242,0.384
Allard,Cardin,83,237,243,0.350
Allard,Carper,91,237,242,0.384
Allard,Casey,84,237,245,0.354
Allard,Chambliss,210,237,240,0.886
Allard,Clinton,83,237,239,0.350
Allard,Coburn,177,237,212,0.835
Allard,Cochran,202,237,241,0.852
Allard,Coleman,170,237,242,0.717
Allard,Collins,152,237,245,0.641
Allard,Conrad,93,237,242,0.392
Allard,Corker,204,237,243,0.861
Allard,Cornyn,222,237,243,0.937
Allard,Craig,202,237,243,0.852
Allard,Crapo,198,237,230,0.861
Allard,DeMint,213,237,238,0.899
Allard,Dodd,61,237,183,0.333
Allard,Dole,202,237,232,0.871
Allard,Domenici,187,237,239,0.789
Allard,Dorgan,103,237,242,0.435
Allard,Durbin,83,237,242,0.350
Allard,Ensign,207,237,235,0.881
Allard,Enzi,201,237,226,0.889
Allard,Feingold,82,237,245,0.346
Allard,Feinstein,88,237,243,0.371
Allard,Graham,198,237,237,0.835
Allard,Grassley,200,237,245,0.844
Allard,Gregg,191,237,238,0.806
Allard,Hagel,170,237,231,0.736
Allard,Harkin,84,237,242,0.354
Allard,Hatch,204,237,239,0.861
Allard,Hutchison,202,237,240,0.852
Allard,Inhofe,210,237,233,0.901
Allard,Inouye,69,237,217,0.318
Allard,Isakson,212,237,243,0.895
Allard,Kennedy,88,237,240,0.371
Allard,Kerry,87,237,233,0.373
Allard,Klobuchar,87,237,245,0.367
Allard,Kohl,85,237,245,0.359
Allard,Kyl,197,237,238,0.831
Allard,Landrieu,115,237,242,0.485
Allard,Lautenberg,81,237,241,0.342
Allard,Leahy,81,237,243,0.342
Allard,Levin,84,237,242,0.354
Allard,Lieberman,99,237,242,0.418
Allard,Lincoln,93,237,241,0.392
Allard,Lott,202,237,240,0.852
Allard,Lugar,169,237,245,0.713
Allard,Martinez,197,237,241,0.831
Allard,McCain,101,237,120,0.842
Allard,McCaskill,112,237,245,0.473
Allard,McConnell,214,237,245,0.903
Allard,Menendez,82,237,244,0.346
Allard,Mikulski,85,237,244,0.359
Allard,Murkowski,180,237,240,0.759
Allard,Murray,86,237,244,0.363
Allard,Nelson (FL),92,237,241,0.388
Allard,Nelson (NE),120,237,244,0.506
Allard,Obama,72,237,217,0.332
Allard,Pryor,112,237,245,0.473
Allard,Reed,81,237,243,0.342
Allard,Reid,90,237,245,0.380
Allard,Roberts,202,237,235,0.860
Allard,Rockefeller,90,237,232,0.388
Allard,Salazar,95,237,245,0.401
Allard,Sanders,84,237,243,0.354
Allard,Schumer,80,237,235,0.340
Allard,Sessions,197,237,237,0.831
Allard,Shelby,201,237,244,0.848
Allard,Smith,156,237,243,0.658
Allard,Snowe,139,237,245,0.586
Allard,Specter,154,237,242,0.650
Allard,Stabenow,89,237,243,0.376
Allard,Stevens,176,237,231,0.762
Allard,Sununu,196,237,242,0.827
Allard,Tester,104,237,243,0.439
Allard,Thune,205,237,243,0.865
Allard,Vitter,188,237,225,0.836
Allard,Voinovich,165,237,237,0.696
Allard,Warner,188,237,242,0.793
Allard,Webb,99,237,245,0.418
Allard,Whitehouse,80,237,244,0.338
Allard,Wyden,85,237,244,0.359
Baucus,Bayh,206,245,238,0.866
Baucus,Bennett,132,245,242,0.545
Baucus,Biden,147,245,177,0.831
Baucus,Bingaman,211,245,244,0.865
Baucus,Bond,128,245,232,0.552
Baucus,Boxer,196,245,232,0.845
Baucus,Brown,205,245,238,0.861
Baucus,Brownback,79,245,161,0.491
Baucus,Bunning,119,245,243,0.490
Baucus,Burr,109,245,239,0.456
Baucus,Byrd,216,245,244,0.885
Baucus,Cantwell,202,245,242,0.835
Baucus,Cardin,208,245,243,0.856
Baucus,Carper,203,245,242,0.839
Baucus,Casey,209,245,245,0.853
Baucus,Chambliss,116,245,240,0.483
Baucus,Clinton,203,245,239,0.849
Baucus,Coburn,88,245,212,0.415
Baucus,Cochran,132,245,241,0.548
Baucus,Coleman,165,245,242,0.682
Baucus,Collins,170,245,245,0.694
Baucus,Conrad,217,245,242,0.897
Baucus,Corker,136,245,243,0.560
Baucus,Cornyn,111,245,243,0.457
Baucus,Craig,120,245,243,0.494
Baucus,Crapo,124,245,230,0.539
Baucus,DeMint,99,245,238,0.416
Baucus,Dodd,155,245,183,0.847
Baucus,Dole,116,245,232,0.500
Baucus,Domenici,131,245,239,0.548
Baucus,Dorgan,224,245,242,0.926
Baucus,Durbin,205,245,242,0.847
Baucus,Ensign,105,245,235,0.447
Baucus,Enzi,108,245,226,0.478
Baucus,Feingold,196,245,245,0.800
Baucus,Feinstein,199,245,243,0.819
Baucus,Graham,102,245,237,0.430
Baucus,Grassley,136,245,245,0.555
Baucus,Gregg,108,245,238,0.454
Baucus,Hagel,126,245,231,0.545
Baucus,Harkin,205,245,242,0.847
Baucus,Hatch,127,245,239,0.531
Baucus,Hutchison,123,245,240,0.513
Baucus,Inhofe,102,245,233,0.438
Baucus,Inouye,183,245,217,0.843
Baucus,Isakson,123,245,243,0.506
Baucus,Kennedy,190,245,240,0.792
Baucus,Kerry,192,245,233,0.824
Baucus,Klobuchar,213,245,245,0.869
Baucus,Kohl,213,245,245,0.869
Baucus,Kyl,99,245,238,0.416
Baucus,Landrieu,211,245,242,0.872
Baucus,Lautenberg,204,245,241,0.846
Baucus,Leahy,207,245,243,0.852
Baucus,Levin,205,245,242,0.847
Baucus,Lieberman,188,245,242,0.777
Baucus,Lincoln,215,245,241,0.892
Baucus,Lott,119,245,240,0.496
Baucus,Lugar,139,245,245,0.567
Baucus,Martinez,108,245,241,0.448
Baucus,McCain,53,245,120,0.442
Baucus,McCaskill,206,245,245,0.841
Baucus,McConnell,126,245,245,0.514
Baucus,Menendez,203,245,244,0.832
Baucus,Mikulski,208,245,244,0.852
Baucus,Murkowski,145,245,240,0.604
Baucus,Murray,208,245,244,0.852
Baucus,Nelson (FL),206,245,241,0.855
Baucus,Nelson (NE),211,245,244,0.865
Baucus,Obama,179,245,217,0.825
Baucus,Pryor,220,245,245,0.898
Baucus,Reed,208,245,243,0.856
Baucus,Reid,208,245,245,0.849
Baucus,Roberts,126,245,235,0.536
Baucus,Rockefeller,214,245,232,0.922
Baucus,Salazar,212,245,245,0.865
Baucus,Sanders,211,245,243,0.868
Baucus,Schumer,199,245,235,0.847
Baucus,Sessions,123,245,237,0.519
Baucus,Shelby,133,245,244,0.545
Baucus,Smith,164,245,243,0.675
Baucus,Snowe,178,245,245,0.727
Baucus,Specter,154,245,242,0.636
Baucus,Stabenow,213,245,243,0.877
Baucus,Stevens,139,245,231,0.602
Baucus,Sununu,131,245,242,0.541
Baucus,Tester,233,245,243,0.959
Baucus,Thune,138,245,243,0.568
Baucus,Vitter,114,245,225,0.507
Baucus,Voinovich,139,245,237,0.586
Baucus,Warner,132,245,242,0.545
Baucus,Webb,210,245,245,0.857
Baucus,Whitehouse,207,245,244,0.848
Baucus,Wyden,211,245,244,0.865
Bayh,Bennett,116,238,242,0.487
Bayh,Biden,145,238,177,0.819
Bayh,Bingaman,202,238,244,0.849
Bayh,Bond,110,238,232,0.474
Bayh,Boxer,188,238,232,0.810
Bayh,Brown,197,238,238,0.828
Bayh,Brownback,71,238,161,0.441
Bayh,Bunning,108,238,243,0.454
Bayh,Burr,102,238,239,0.429
Bayh,Byrd,185,238,244,0.777
Bayh,Cantwell,195,238,242,0.819
Bayh,Cardin,197,238,243,0.828
Bayh,Carper,191,238,242,0.803
Bayh,Casey,204,238,245,0.857
Bayh,Chambliss,112,238,240,0.471
Bayh,Clinton,198,238,239,0.832
Bayh,Coburn,83,238,212,0.392
Bayh,Cochran,118,238,241,0.496
Bayh,Coleman,150,238,242,0.630
Bayh,Collins,159,238,245,0.668
Bayh,Conrad,196,238,242,0.824
Bayh,Corker,118,238,243,0.496
Bayh,Cornyn,102,238,243,0.429
Bayh,Craig,117,238,243,0.492
Bayh,Crapo,109,238,230,0.474
Bayh,DeMint,93,238,238,0.391
Bayh,Dodd,146,238,183,0.798
Bayh,Dole,108,238,232,0.466
Bayh,Domenici,126,238,239,0.529
Bayh,Dorgan,195,238,242,0.819
Bayh,Durbin,200,238,242,0.840
Bayh,Ensign,97,238,235,0.413
Bayh,Enzi,98,238,226,0.434
Bayh,Feingold,199,238,245,0.836
Bayh,Feinstein,192,238,243,0.807
Bayh,Graham,107,238,237,0.451
Bayh,Grassley,124,238,245,0.521
Bayh,Gregg,100,238,238,0.420
Bayh,Hagel,130,238,231,0.563
Bayh,Harkin,204,238,242,0.857
Bayh,Hatch,117,238,239,0.492
Bayh,Hutchison,112,238,240,0.471
Bayh,Inhofe,95,238,233,0.408
Bayh,Inouye,181,238,217,0.834
Bayh,Isakson,117,238,243,0.492
Bayh,Kennedy,185,238,240,0.777
Bayh,Kerry,189,238,233,0.811
Bayh,Klobuchar,204,238,245,0.857
Bayh,Kohl,210,238,245,0.882
Bayh,Kyl,101,238,238,0.424
Bayh,Landrieu,194,238,242,0.815
Bayh,Lautenberg,200,238,241,0.840
Bayh,Leahy,198,238,243,0.832
Bayh,Levin,199,238,242,0.836
Bayh,Lieberman,188,238,242,0.790
Bayh,Lincoln,198,238,241,0.832
Bayh,Lott,108,238,240,0.454
Bayh,Lugar,132,238,245,0.555
Bayh,Martinez,112,238,241,0.471
Bayh,McCain,59,238,120,0.492
Bayh,McCaskill,194,238,245,0.815
Bayh,McConnell,115,238,245,0.483
Bayh,Menendez,198,238,244,0.832
Bayh,Mikulski,199,238,244,0.836
Bayh,Murkowski,128,238,240,0.538
Bayh,Murray,200,238,244,0.840
Bayh,Nelson (FL),196,238,241,0.824
Bayh,Nelson (NE),191,238,244,0.803
Bayh,Obama,179,238,217,0.825
Bayh,Pryor,191,238,245,0.803
Bayh,Reed,203,238,243,0.853
Bayh,Reid,197,238,245,0.828
Bayh,Roberts,113,238,235,0.481
Bayh,Rockefeller,189,238,232,0.815
Bayh,Salazar,200,238,245,0.840
Bayh,Sanders,193,238,243,0.811
Bayh,Schumer,189,238,235,0.804
Bayh,Sessions,109,238,237,0.460
Bayh,Shelby,116,238,244,0.487
Bayh,Smith,153,238,243,0.643
Bayh,Snowe,162,238,245,0.681
Bayh,Specter,149,238,242,0.626
Bayh,Stabenow,202,238,243,0.849
Bayh,Stevens,123,238,231,0.532
Bayh,Sununu,120,238,242,0.504
Bayh,Tester,200,238,243,0.840
Bayh,Thune,123,238,243,0.517
Bayh,Vitter,100,238,225,0.444
Bayh,Voinovich,131,238,237,0.553
Bayh,Warner,122,238,242,0.513
Bayh,Webb,187,238,245,0.786
Bayh,Whitehouse,202,238,244,0.849
Bayh,Wyden,202,238,244,0.849
Bennett,Biden,81,242,177,0.458
Bennett,Bingaman,119,242,244,0.492
Bennett,Bond,208,242,232,0.897
Bennett,Boxer,110,242,232,0.474
Bennett,Brown,109,242,238,0.458
Bennett,Brownback,141,242,161,0.876
Bennett,Bunning,196,242,243,0.810
Bennett,Burr,197,242,239,0.824
Bennett,Byrd,127,242,244,0.525
Bennett,Cantwell,120,242,242,0.496
Bennett,Cardin,116,242,243,0.479
Bennett,Carper,126,242,242,0.521
Bennett,Casey,112,242,245,0.463
Bennett,Chambliss,198,242,240,0.825
Bennett,Clinton,111,242,239,0.464
Bennett,Coburn,147,242,212,0.693
Bennett,Cochran,218,242,241,0.905
Bennett,Coleman,192,242,242,0.793
Bennett,Collins,174,242,245,0.719
Bennett,Conrad,125,242,242,0.517
Bennett,Corker,195,242,243,0.806
Bennett,Cornyn,205,242,243,0.847
Bennett,Craig,210,242,243,0.868
Bennett,Crapo,200,242,230,0.870
Bennett,DeMint,185,242,238,0.777
Bennett,Dodd,89,242,183,0.486
Bennett,Dole,184,242,232,0.793
Bennett,Domenici,211,242,239,0.883
Bennett,Dorgan,123,242,242,0.508
Bennett,Durbin,112,242,242,0.463
Bennett,Ensign,190,242,235,0.809
Bennett,Enzi,192,242,226,0.850
Bennett,Feingold,103,242,245,0.426
Bennett,Feinstein,122,242,243,0.504
Bennett,Graham,191,242,237,0.806
Bennett,Grassley,189,242,245,0.781
Bennett,Gregg,188,242,238,0.790
Bennett,Hagel,176,242,231,0.762
Bennett,Harkin,113,242,242,0.467
Bennett,Hatch,211,242,239,0.883
Bennett,Hutchison,198,242,240,0.825
Bennett,Inhofe,182,242,233,0.781
Bennett,Inouye,99,242,217,0.456
Bennett,Isakson,204,242,243,0.843
Bennett,Kennedy,125,242,240,0.521
Bennett,Kerry,113,242,233,0.485
Bennett,Klobuchar,124,242,245,0.512
Bennett,Kohl,116,242,245,0.479
Bennett,Kyl,192,242,238,0.807
Bennett,Landrieu,126,242,242,0.521
Bennett,Lautenberg,115,242,241,0.477
Bennett,Leahy,116,242,243,0.479
Bennett,Levin,115,242,242,0.475
Bennett,Lieberman,129,242,242,0.533
Bennett,Lincoln,129,242,241,0.535
Bennett,Lott,214,242,240,0.892
Bennett,Lugar,196,242,245,0.810
Bennett,Martinez,197,242,241,0.817
Bennett,McCain,99,242,120,0.825
Bennett,McCaskill,119,242,245,0.492
Bennett,McConnell,215,242,245,0.888
Bennett,Menendez,116,242,244,0.479
Bennett,Mikulski,117,242,244,0.483
Bennett,Murkowski,214,242,240,0.892
Bennett,Murray,120,242,244,0.496
Bennett,Nelson (FL),116,242,241,0.481
Bennett,Nelson (NE),146,242,244,0.603
Bennett,Obama,94,242,217,0.433
Bennett,Pryor,137,242,245,0.566
Bennett,Reed,118,242,243,0.488
Bennett,Reid,123,242,245,0.508
Bennett,Roberts,202,242,235,0.860
Bennett,Rockefeller,114,242,232,0.491
Bennett,Salazar,135,242,245,0.558
Bennett,Sanders,112,242,243,0.463
Bennett,Schumer,112,242,235,0.477
Bennett,Sessions,188,242,237,0.793
Bennett,Shelby,200,242,244,0.826
Bennett,Smith,173,242,243,0.715
Bennett,Snowe,164,242,245,0.678
Bennett,Specter,183,242,242,0.756
Bennett,Stabenow,114,242,243,0.471
Bennett,Stevens,200,242,231,0.866
Bennett,Sununu,186,242,242,0.769
Bennett,Tester,122,242,243,0.504
Bennett,Thune,193,242,243,0.798
Bennett,Vitter,171,242,225,0.760
Bennett,Voinovich,176,242,237,0.743
Bennett,Warner,210,242,242,0.868
Bennett,Webb,121,242,245,0.500
Bennett,Whitehouse,117,242,244,0.483
Bennett,Wyden,118,242,244,0.488
Biden,Bingaman,165,177,244,0.932
Biden,Bond,69,177,232,0.390
Biden,Boxer,156,177,232,0.881
Biden,Brown,161,177,238,0.910
Biden,Brownback,55,177,161,0.342
Biden,Bunning,59,177,243,0.333
Biden,Burr,55,177,239,0.311
Biden,Byrd,150,177,244,0.847
Biden,Cantwell,161,177,242,0.910
Biden,Cardin,164,177,243,0.927
Biden,Carper,160,177,242,0.904
Biden,Casey,167,177,245,0.944
Biden,Chambliss,57,177,240,0.322
Biden,Clinton,163,177,239,0.921
Biden,Coburn,41,177,212,0.232
Biden,Cochran,74,177,241,0.418
Biden,Coleman,102,177,242,0.576
Biden,Collins,116,177,245,0.655
Biden,Conrad,154,177,242,0.870
Biden,Corker,72,177,243,0.407
Biden,Cornyn,57,177,243,0.322
Biden,Craig,70,177,243,0.395
Biden,Crapo,62,177,230,0.350
Biden,DeMint,47,177,238,0.266
Biden,Dodd,136,177,183,0.768
Biden,Dole,59,177,232,0.333
Biden,Domenici,83,177,239,0.469
Biden,Dorgan,147,177,242,0.831
Biden,Durbin,166,177,242,0.938
Biden,Ensign,56,177,235,0.316
Biden,Enzi,55,177,226,0.311
Biden,Feingold,162,177,245,0.915
Biden,Feinstein,164,177,243,0.927
Biden,Graham,72,177,237,0.407
Biden,Grassley,79,177,245,0.446
Biden,Gregg,63,177,238,0.356
Biden,Hagel,89,177,231,0.503
Biden,Harkin,168,177,242,0.949
Biden,Hatch,66,177,239,0.373
Biden,Hutchison,65,177,240,0.367
Biden,Inhofe,51,177,233,0.288
Biden,Inouye,148,177,217,0.836
Biden,Isakson,62,177,243,0.350
Biden,Kennedy,162,177,240,0.915
Biden,Kerry,157,177,233,0.887
Biden,Klobuchar,169,177,245,0.955
Biden,Kohl,168,177,245,0.949
Biden,Kyl,64,177,238,0.362
Biden,Landrieu,137,177,242,0.774
Biden,Lautenberg,171,177,241,0.966
Biden,Leahy,168,177,243,0.949
Biden,Levin,162,177,242,0.915
Biden,Lieberman,150,177,242,0.847
Biden,Lincoln,152,177,241,0.859
Biden,Lott,68,177,240,0.384
Biden,Lugar,96,177,245,0.542
Biden,Martinez,72,177,241,0.407
Biden,McCain,43,177,120,0.358
Biden,McCaskill,141,177,245,0.797
Biden,McConnell,66,177,245,0.373
Biden,Menendez,170,177,244,0.960
Biden,Mikulski,164,177,244,0.927
Biden,Murkowski,87,177,240,0.492
Biden,Murray,168,177,244,0.949
Biden,Nelson (FL),157,177,241,0.887
Biden,Nelson (NE),135,177,244,0.763
Biden,Obama,158,177,217,0.893
Biden,Pryor,141,177,245,0.797
Biden,Reed,176,177,243,0.994
Biden,Reid,166,177,245,0.938
Biden,Roberts,64,177,235,0.362
Biden,Rockefeller,146,177,232,0.825
Biden,Salazar,160,177,245,0.904
Biden,Sanders,166,177,243,0.938
Biden,Schumer,161,177,235,0.910
Biden,Sessions,67,177,237,0.379
Biden,Shelby,73,177,244,0.412
Biden,Smith,98,177,243,0.554
Biden,Snowe,123,177,245,0.695
Biden,Specter,113,177,242,0.638
Biden,Stabenow,157,177,243,0.887
Biden,Stevens,83,177,231,0.469
Biden,Sununu,69,177,242,0.390
Biden,Tester,145,177,243,0.819
Biden,Thune,72,177,243,0.407
Biden,Vitter,59,177,225,0.333
Biden,Voinovich,88,177,237,0.497
Biden,Warner,82,177,242,0.463
Biden,Webb,153,177,245,0.864
Biden,Whitehouse,175,177,244,0.989
Biden,Wyden,168,177,244,0.949
Bingaman,Bond,111,244,232,0.478
Bingaman,Boxer,212,244,232,0.914
Bingaman,Brown,223,244,238,0.937
Bingaman,Brownback,75,244,161,0.466
Bingaman,Bunning,96,244,243,0.395
Bingaman,Burr,98,244,239,0.410
Bingaman,Byrd,208,244,244,0.852
Bingaman,Cantwell,220,244,242,0.909
Bingaman,Cardin,224,244,243,0.922
Bingaman,Carper,217,244,242,0.897
Bingaman,Casey,227,244,245,0.930
Bingaman,Chambliss,97,244,240,0.404
Bingaman,Clinton,221,244,239,0.925
Bingaman,Coburn,68,244,212,0.321
Bingaman,Cochran,117,244,241,0.485
Bingaman,Coleman,149,244,242,0.616
Bingaman,Collins,168,244,245,0.689
Bingaman,Conrad,219,244,242,0.905
Bingaman,Corker,116,244,243,0.477
Bingaman,Cornyn,94,244,243,0.387
Bingaman,Craig,112,244,243,0.461
Bingaman,Crapo,101,244,230,0.439
Bingaman,DeMint,79,244,238,0.332
Bingaman,Dodd,169,244,183,0.923
Bingaman,Dole,95,244,232,0.409
Bingaman,Domenici,131,244,239,0.548
Bingaman,Dorgan,212,244,242,0.876
Bingaman,Durbin,224,244,242,0.926
Bingaman,Ensign,91,244,235,0.387
Bingaman,Enzi,86,244,226,0.381
Bingaman,Feingold,218,244,245,0.893
Bingaman,Feinstein,217,244,243,0.893
Bingaman,Graham,101,244,237,0.426
Bingaman,Grassley,120,244,245,0.492
Bingaman,Gregg,99,244,238,0.416
Bingaman,Hagel,124,244,231,0.537
Bingaman,Harkin,223,244,242,0.921
Bingaman,Hatch,108,244,239,0.452
Bingaman,Hutchison,106,244,240,0.442
Bingaman,Inhofe,83,244,233,0.356
Bingaman,Inouye,199,244,217,0.917
Bingaman,Isakson,104,244,243,0.428
Bingaman,Kennedy,208,244,240,0.867
Bingaman,Kerry,208,244,233,0.893
