INDX_NR,SPECIES_ID,SPECIES
741610,1C2,Microbats
740954,UNKB,Unknown bird
741155,UNKBM,Unknown bird - medium
741037,UNKBM,Unknown bird - medium
740934,UNKB,Unknown bird
740892,UNKB,Unknown bird
741190,ZT001,Eastern meadowlark
740888,K3304,Red-shouldered hawk
740527,Z6007,American robin
740522,O2111,Rock pigeon
740319,O2205,Mourning dove
740502,UNKBM,Unknown bird - medium
741245,NE1,Gulls
740299,K3302,Red-tailed hawk
740241,UNKB,Unknown bird
740380,UNKB,Unknown bird
740232,O2111,Rock pigeon
739931,UNKB,Unknown bird
739921,O2111,Rock pigeon
740154,UNKBM,Unknown bird - medium
740144,NE1,Gulls
740123,K33,Hawks
740143,UNKBM,Unknown bird - medium
740022,O2111,Rock pigeon
740179,K5114,American kestrel
739777,NE104,Ring-billed gull
739857,N6011,American woodcock
739630,K1001,Black vulture
739717,1F11,Coyote
739744,NE1,Gulls
739536,ZT001,Eastern meadowlark
739394,UNKBM,Unknown bird - medium
739221,O2111,Rock pigeon
739342,N5111,Killdeer
739357,ZT001,Eastern meadowlark
739172,O2205,Mourning dove
739328,UNKB,Unknown bird
739169,I1102,Great blue heron
739462,R2009,Barred owl
739465,O2205,Mourning dove
739515,ZX3,Sparrows
739229,UNKB,Unknown bird
738848,N5111,Killdeer
739002,YL001,European starling
738670,K5114,American kestrel
738777,UNKB,Unknown bird
738770,O2205,Mourning dove
738803,UNKBS,Unknown bird - small
738831,UNKB,Unknown bird
739118,O2205,Mourning dove
738907,UNKB,Unknown bird
738733,UNKBM,Unknown bird - medium
739071,K33,Hawks
738539,UNKB,Unknown bird
834121,Z9002,Ruby-crowned kinglet
737600,O2205,Mourning dove
737838,ZT001,Eastern meadowlark
737422,UNKBM,Unknown bird - medium
737411,UNKB,Unknown bird
737420,K33,Hawks
737797,N5111,Killdeer
737366,O2205,Mourning dove
737778,O2205,Mourning dove
738423,UNKBS,Unknown bird - small
738382,UNKBS,Unknown bird - small
738395,UNKBS,Unknown bird - small
738321,UNKBS,Unknown bird - small
738365,1F11,Coyote
738363,UNKB,Unknown bird
738315,UNKBS,Unknown bird - small
738206,UNKBS,Unknown bird - small
738113,NE1,Gulls
738135,UNKBS,Unknown bird - small
737996,UNKBS,Unknown bird - small
737984,UNKB,Unknown bird
738005,UNKBS,Unknown bird - small
737980,UNKBM,Unknown bird - medium
737948,UNKB,Unknown bird
736108,UNKBL,Unknown bird - large
736045,UNKBM,Unknown bird - medium
735993,UNKB,Unknown bird
736188,UNKBS,Unknown bird - small
736138,UNKBS,Unknown bird - small
736497,ZT1,Blackbirds
736218,UNKB,Unknown bird
736216,UNKB,Unknown bird
735943,K3302,Red-tailed hawk
736230,UNKB,Unknown bird
735945,UNKBS,Unknown bird - small
736244,UNKB,Unknown bird
735938,UNKB,Unknown bird
736238,UNKB,Unknown bird
736249,UNKBS,Unknown bird - small
736279,UNKB,Unknown bird
736542,UNKB,Unknown bird
737197,UNKBM,Unknown bird - medium
736659,UNKBS,Unknown bird - small
737158,UNKB,Unknown bird
737130,UNKB,Unknown bird
737120,O2205,Mourning dove
735883,UNKB,Unknown bird
737034,UNKB,Unknown bird
737037,UNKBS,Unknown bird - small
735877,UNKBS,Unknown bird - small
737026,UNKBS,Unknown bird - small
737000,UNKB,Unknown bird
736984,UNKB,Unknown bird
736979,UNKBM,Unknown bird - medium
834086,Z6,Thrushes
735875,UNKB,Unknown bird
736917,UNKBL,Unknown bird - large
736926,UNKBM,Unknown bird - medium
736883,UNKB,Unknown bird
736898,UNKBM,Unknown bird - medium
736338,S5213,Common nighthawk
736842,UNKB,Unknown bird
736722,O2111,Rock pigeon
736776,UNKBM,Unknown bird - medium
736794,UNKBS,Unknown bird - small
736754,UNKBS,Unknown bird - small
736621,K1002,Turkey vulture
734651,UNKB,Unknown bird
734646,UNKB,Unknown bird
734916,UNKBS,Unknown bird - small
734955,K1002,Turkey vulture
734904,UNKBM,Unknown bird - medium
735347,O2205,Mourning dove
736008,UNKB,Unknown bird
735217,UNKBS,Unknown bird - small
735211,UNKBS,Unknown bird - small
735207,UNKB,Unknown bird
734933,O2205,Mourning dove
734823,ZX3,Sparrows
734585,UNKB,Unknown bird
735781,K33,Hawks
735130,K5114,American kestrel
734309,UNKBS,Unknown bird - small
735092,1F131,Red fox
735059,N5111,Killdeer
734771,YH004,Horned lark
734580,O2205,Mourning dove
734770,UNKB,Unknown bird
734324,J2204,Canada goose
735686,YL001,European starling
834069,N6024,Least sandpiper
735673,UNKBS,Unknown bird - small
735047,N5111,Killdeer
735038,1C2,Microbats
734483,UNKBM,Unknown bird - medium
734738,UNKB,Unknown bird
734966,O2111,Rock pigeon
734967,O2205,Mourning dove
734968,K5114,American kestrel
797348,UNKB,Unknown bird
735201,UNKBS,Unknown bird - small
734547,UNKB,Unknown bird
734542,ZX3,Sparrows
735597,UNKBS,Unknown bird - small
735194,1C2,Microbats
735616,UNKBS,Unknown bird - small
735444,N5111,Killdeer
735423,1C2,Microbats
735424,YL001,European starling
735355,N5111,Killdeer
734400,YL001,European starling
734390,YM1102,American crow
734372,UNKBS,Unknown bird - small
735513,UNKB,Unknown bird
734303,UNKBS,Unknown bird - small
733129,YI005,Barn swallow
733457,UNKBS,Unknown bird - small
733450,UNKB,Unknown bird
734262,UNKBS,Unknown bird - small
734277,UNKB,Unknown bird
733115,YI010,Tree swallow
734252,UNKB,Unknown bird
733630,ZT104,Brown-headed cowbird
733079,UNKBS,Unknown bird - small
733527,O2205,Mourning dove
733995,UNKB,Unknown bird
733549,YL001,European starling
734076,UNKBS,Unknown bird - small
733285,O2205,Mourning dove
734020,UNKBM,Unknown bird - medium
734001,UNKBS,Unknown bird - small
733999,ZT001,Eastern meadowlark
733935,UNKBS,Unknown bird - small
733871,O2205,Mourning dove
733402,ZT001,Eastern meadowlark
733858,ZX3,Sparrows
734235,O2205,Mourning dove
733810,UNKB,Unknown bird
733738,UNKBS,Unknown bird - small
732966,UNKBS,Unknown bird - small
733334,O2205,Mourning dove
733335,O2205,Mourning dove
732703,UNKBS,Unknown bird - small
732123,YI005,Barn swallow
732721,UNKBS,Unknown bird - small
732166,UNKBM,Unknown bird - medium
732048,N5111,Killdeer
732002,N5111,Killdeer
732020,N5111,Killdeer
732668,UNKBS,Unknown bird - small
731848,UNKBS,Unknown bird - small
731844,ZT001,Eastern meadowlark
731980,O2205,Mourning dove
732390,O2205,Mourning dove
732606,O2111,Rock pigeon
732503,YL001,European starling
732407,UNKB,Unknown bird
731022,YM11,Crows
731130,N5111,Killdeer
731685,UNKBS,Unknown bird - small
730860,K3302,Red-tailed hawk
731000,UNKBS,Unknown bird - small
731630,YI005,Barn swallow
731458,Z6004,Swainson's thrush
730986,UNKB,Unknown bird
731065,UNKBS,Unknown bird - small
740693,UNKBM,Unknown bird - medium
731291,UNKB,Unknown bird
730820,UNKBS,Unknown bird - small
731233,UNKBM,Unknown bird - medium
730707,UNKBS,Unknown bird - small
730701,UNKB,Unknown bird
730598,O2111,Rock pigeon
730642,UNKBS,Unknown bird - small
730385,N6001,Upland sandpiper
730566,Z6007,American robin
730565,YL001,European starling
730362,YL001,European starling
730358,UNKBS,Unknown bird - small
730519,UNKBS,Unknown bird - small
730514,UNKB,Unknown bird
730518,UNKB,Unknown bird
730130,N5111,Killdeer
730407,ZT1,Blackbirds
730329,UNKBS,Unknown bird - small
730236,K5114,American kestrel
729681,J2204,Canada goose
729952,UNKBS,Unknown bird - small
729881,ZT301,Common grackle
729936,UNKBS,Unknown bird - small
729573,UNKBM,Unknown bird - medium
729591,UNKBS,Unknown bird - small
729586,UNKBS,Unknown bird - small
729872,UNKB,Unknown bird
729856,UNKBS,Unknown bird - small
730136,ZD102,Cedar waxwing
730495,J2109,Mallard
730494,UNKBS,Unknown bird - small
729547,NE1,Gulls
729782,NE1,Gulls
729404,O2205,Mourning dove
729423,N5111,Killdeer
729254,O2205,Mourning dove
729249,O2205,Mourning dove
729335,UNKBS,Unknown bird - small
729011,O2111,Rock pigeon
729114,NE104,Ring-billed gull
728856,UNKBM,Unknown bird - medium
728439,O2111,Rock pigeon
728421,O2205,Mourning dove
728645,UNKBS,Unknown bird - small
728734,O2205,Mourning dove
728809,ZT001,Eastern meadowlark
728749,UNKBS,Unknown bird - small
728376,O2111,Rock pigeon
728315,N5111,Killdeer
727748,K33,Hawks
729994,O2111,Rock pigeon
730007,O2111,Rock pigeon
727735,O2111,Rock pigeon
732841,UNKBS,Unknown bird - small
728265,O2111,Rock pigeon
728226,UNKBM,Unknown bird - medium
727911,O2205,Mourning dove
728222,UNKBS,Unknown bird - small
727707,O2111,Rock pigeon
727904,O2111,Rock pigeon
727905,N5111,Killdeer
729143,UNKBM,Unknown bird - medium
729047,O2111,Rock pigeon
729046,UNKBL,Unknown bird - large
728122,UNKBS,Unknown bird - small
727840,N5111,Killdeer
728073,O2205,Mourning dove
728066,O2205,Mourning dove
728072,O2205,Mourning dove
727612,UNKBS,Unknown bird - small
727588,UNKBL,Unknown bird - large
726514,1D21,Eastern cottontail
726932,O2205,Mourning dove
727514,UNKBS,Unknown bird - small
726480,O2205,Mourning dove
727481,UNKBM,Unknown bird - medium
727488,O2111,Rock pigeon
726585,K33,Hawks
726849,N5111,Killdeer
726451,UNKB,Unknown bird
726737,1A1,Virginia opossum
833862,Y9006,Acadian flycatcher
727361,UNKBS,Unknown bird - small
726899,ZX3,Sparrows
726392,UNKB,Unknown bird
726403,UNKBM,Unknown bird - medium
727330,UNKBM,Unknown bird - medium
726406,UNKBS,Unknown bird - small
727332,UNKBM,Unknown bird - medium
726891,UNKBS,Unknown bird - small
727307,UNKBM,Unknown bird - medium
727308,UNKBS,Unknown bird - small
727309,UNKBL,Unknown bird - large
727230,UNKBM,Unknown bird - medium
727194,UNKBS,Unknown bird - small
727199,UNKBS,Unknown bird - small
727041,UNKBS,Unknown bird - small
727021,UNKBS,Unknown bird - small
727181,UNKBM,Unknown bird - medium
727151,UNKBS,Unknown bird - small
727136,UNKB,Unknown bird
727135,UNKBS,Unknown bird - small
727126,UNKB,Unknown bird
727127,UNKBS,Unknown bird - small
727112,UNKBM,Unknown bird - medium
726320,UNKBS,Unknown bird - small
727071,UNKBS,Unknown bird - small
727082,UNKBS,Unknown bird - small
727005,UNKBS,Unknown bird - small
726999,UNKBS,Unknown bird - small
725041,1C2,Microbats
725040,UNKBS,Unknown bird - small
725531,UNKBM,Unknown bird - medium
725049,YL001,European starling
725048,UNKB,Unknown bird
725736,UNKBS,Unknown bird - small
725740,ZS010,Blackpoll warbler
726154,UNKBM,Unknown bird - medium
726146,UNKBM,Unknown bird - medium
726298,UNKBS,Unknown bird - small
726131,UNKBS,Unknown bird - small
725052,UNKBS,Unknown bird - small
726105,UNKBM,Unknown bird - medium
726110,UNKBM,Unknown bird - medium
726070,UNKBM,Unknown bird - medium
725994,UNKBS,Unknown bird - small
724998,O2111,Rock pigeon
725346,UNKBS,Unknown bird - small
726030,UNKBS,Unknown bird - small
725802,UNKBS,Unknown bird - small
726011,UNKBM,Unknown bird - medium
725946,UNKBS,Unknown bird - small
725871,UNKBS,Unknown bird - small
724937,O2111,Rock pigeon
725404,UNKBS,Unknown bird - small
725405,UNKBS,Unknown bird - small
726213,O2111,Rock pigeon
725789,UNKBS,Unknown bird - small
725713,UNKBS,Unknown bird - small
724919,K2001,Osprey
724920,UNKBS,Unknown bird - small
725703,UNKBS,Unknown bird - small
725516,UNKBS,Unknown bird - small
725658,UNKBS,Unknown bird - small
724900,N5111,Killdeer
724884,O2111,Rock pigeon
725581,UNKBS,Unknown bird - small
725544,UNKBM,Unknown bird - medium
725549,UNKB,Unknown bird
724835,UNKBS,Unknown bird - small
724834,UNKBS,Unknown bird - small
724554,UNKB,Unknown bird
724690,UNKBS,Unknown bird - small
724685,UNKBS,Unknown bird - small
724786,UNKBS,Unknown bird - small
724067,N5111,Killdeer
724062,O2205,Mourning dove
724778,UNKB,Unknown bird
724590,ZT202,Orchard oriole
724536,UNKBS,Unknown bird - small
724775,UNKBS,Unknown bird - small
724776,UNKBS,Unknown bird - small
724534,UNKB,Unknown bird
724041,O2205,Mourning dove
833819,UNKB,Unknown bird
724771,UNKBS,Unknown bird - small
724017,UNKBS,Unknown bird - small
723601,N5111,Killdeer
724767,UNKB,Unknown bird
724768,UNKB,Unknown bird
723943,YL001,European starling
723942,N5111,Killdeer
724013,UNKBS,Unknown bird - small
724766,O2205,Mourning dove
724487,UNKB,Unknown bird
724470,O2111,Rock pigeon
723902,O2205,Mourning dove
723483,YL001,European starling
724749,O2111,Rock pigeon
724748,UNKBS,Unknown bird - small
724097,UNKB,Unknown bird
723998,UNKBS,Unknown bird - small
724312,YL001,European starling
724175,O2205,Mourning dove
724280,UNKBS,Unknown bird - small
724738,UNKB,Unknown bird
833796,UNKB,Unknown bird
724227,UNKBS,Unknown bird - small
724735,O2205,Mourning dove
723691,UNKBM,Unknown bird - medium
723707,R,Owls
722904,YL001,European starling
723331,UNKBS,Unknown bird - small
723269,UNKBS,Unknown bird - small
722479,UNKBS,Unknown bird - small
723217,N5111,Killdeer
722710,N5111,Killdeer
722342,UNKB,Unknown bird
723674,Z6007,American robin
723145,UNKBS,Unknown bird - small
723155,UNKBS,Unknown bird - small
723672,UNKBM,Unknown bird - medium
722318,UNKBS,Unknown bird - small
723097,UNKBS,Unknown bird - small
722315,O2205,Mourning dove
723667,UNKBS,Unknown bird - small
722662,N5111,Killdeer
722398,1F41,Striped skunk
723032,UNKBM,Unknown bird - medium
723664,UNKBS,Unknown bird - small
722974,1F11,Coyote
723018,UNKBS,Unknown bird - small
722824,O2111,Rock pigeon
722606,O2111,Rock pigeon
723437,O2205,Mourning dove
722561,I1102,Great blue heron
722510,YI,Swallows
722502,UNKBS,Unknown bird - small
722376,UNKBS,Unknown bird - small
722954,N5111,Killdeer
722220,YM1102,American crow
721792,N5111,Killdeer
721553,O2111,Rock pigeon
721548,UNKBS,Unknown bird - small
721539,UNKBS,Unknown bird - small
722120,O2205,Mourning dove
721849,1C2,Microbats
721844,UNKBS,Unknown bird - small
721843,UNKBS,Unknown bird - small
721837,ZD102,Cedar waxwing
721584,YI005,Barn swallow
721636,NE1,Gulls
730493,ZT301,Common grackle
974425,1F81,American black bear
721357,O2111,Rock pigeon
721321,UNKBS,Unknown bird - small
730492,O2205,Mourning dove
720631,UNKB,Unknown bird
721109,UNKBS,Unknown bird - small
720534,UNKBS,Unknown bird - small
720529,O2205,Mourning dove
720526,UNKBS,Unknown bird - small
720574,UNKBM,Unknown bird - medium
720705,ZT1,Blackbirds
720999,UNKB,Unknown bird
720896,UNKBS,Unknown bird - small
720554,UNKBS,Unknown bird - small
720546,UNKBS,Unknown bird - small
720883,1C2,Microbats
720847,UNKBS,Unknown bird - small
720866,UNKBS,Unknown bird - small
720849,UNKBS,Unknown bird - small
730051,N5111,Killdeer
719901,UNKBS,Unknown bird - small
720502,2A03,Common snapping turtle
720490,L6001,Wild turkey
720492,UNKBM,Unknown bird - medium
720486,UNKB,Unknown bird
720093,UNKBS,Unknown bird - small
720223,UNKBS,Unknown bird - small
720504,UNKBS,Unknown bird - small
720424,UNKBS,Unknown bird - small
720425,UNKBS,Unknown bird - small
719846,ZT1,Blackbirds
720391,UNKBS,Unknown bird - small
719842,UNKBS,Unknown bird - small
719917,UNKBS,Unknown bird - small
720134,NE1,Gulls
719443,UNKBL,Unknown bird - large
718866,ZT1,Blackbirds
719090,UNKBM,Unknown bird - medium
719086,UNKBS,Unknown bird - small
719028,UNKBS,Unknown bird - small
719025,UNKBS,Unknown bird - small
718587,UNKB,Unknown bird
718775,UNKB,Unknown bird
718771,UNKBS,Unknown bird - small
718811,UNKBS,Unknown bird - small
718582,UNKBS,Unknown bird - small
718294,O2205,Mourning dove
718481,UNKBS,Unknown bird - small
718093,UNKBS,Unknown bird - small
718248,UNKBL,Unknown bird - large
718233,UNKBS,Unknown bird - small
718408,UNKBS,Unknown bird - small
718123,UNKBS,Unknown bird - small
718128,UNKBS,Unknown bird - small
718117,R,Owls
717725,UNKBS,Unknown bird - small
717527,O2111,Rock pigeon
718044,UNKBS,Unknown bird - small
718020,UNKBM,Unknown bird - medium
717476,ZX3,Sparrows
717783,UNKBM,Unknown bird - medium
717903,UNKBS,Unknown bird - small
717904,UNKBS,Unknown bird - small
717712,UNKBM,Unknown bird - medium
717713,UNKBS,Unknown bird - small
717876,UNKBL,Unknown bird - large
717870,UNKBS,Unknown bird - small
717858,UNKBS,Unknown bird - small
717864,UNKBS,Unknown bird - small
717596,K3302,Red-tailed hawk
717539,UNKB,Unknown bird
716535,UNKBM,Unknown bird - medium
716602,NE104,Ring-billed gull
716868,UNKBS,Unknown bird - small
717167,YH004,Horned lark
717325,UNKBM,Unknown bird - medium
716334,O2111,Rock pigeon
717297,UNKBS,Unknown bird - small
717288,N6,"Sandpipers, curlews, phalaropes, allies"
716306,1G11,White-tailed deer
717249,Z5301,Gray catbird
716958,ZT1,Blackbirds
716667,UNKBM,Unknown bird - medium
717056,UNKBM,Unknown bird - medium
717045,UNKBM,Unknown bird - medium
716272,UNKBS,Unknown bird - small
717022,UNKBM,Unknown bird - medium
716969,UNKBM,Unknown bird - medium
717365,UNKBS,Unknown bird - small
715761,UNKB,Unknown bird
715748,NE1,Gulls
715207,NE1,Gulls
715901,UNKBM,Unknown bird - medium
715019,UNKBL,Unknown bird - large
715110,UNKBS,Unknown bird - small
716151,UNKBS,Unknown bird - small
715087,UNKBS,Unknown bird - small
716089,UNKBS,Unknown bird - small
716032,UNKBS,Unknown bird - small
715051,UNKBL,Unknown bird - large
715962,UNKBS,Unknown bird - small
715961,UNKBS,Unknown bird - small
715960,YL001,European starling
715959,UNKBS,Unknown bird - small
715012,UNKBS,Unknown bird - small
715939,UNKBS,Unknown bird - small
715736,UNKBS,Unknown bird - small
715832,UNKBS,Unknown bird - small
714909,UNKBS,Unknown bird - small
714917,UNKBS,Unknown bird - small
714886,UNKBM,Unknown bird - medium
714851,UNKBM,Unknown bird - medium
714847,UNKBS,Unknown bird - small
713652,UNKBL,Unknown bird - large
714831,YL001,European starling
714848,UNKBS,Unknown bird - small
714805,UNKB,Unknown bird
714806,UNKBM,Unknown bird - medium
714818,UNKBS,Unknown bird - small
714655,UNKBS,Unknown bird - small
713563,T1002,Chimney swift
713561,UNKB,Unknown bird
714627,UNKBS,Unknown bird - small
714647,UNKBS,Unknown bird - small
714639,UNKBS,Unknown bird - small
714451,UNKB,Unknown bird
714633,UNKBS,Unknown bird - small
714608,YL001,European starling
714572,ZX3,Sparrows
714539,UNKBS,Unknown bird - small
713534,UNKB,Unknown bird
714516,UNKBM,Unknown bird - medium
714503,UNKBS,Unknown bird - small
714514,Z6007,American robin
714484,UNKBS,Unknown bird - small
714487,NE1,Gulls
713871,UNKBS,Unknown bird - small
714379,UNKBS,Unknown bird - small
714365,UNKBS,Unknown bird - small
712228,UNKBS,Unknown bird - small
712229,UNKB,Unknown bird
712269,UNKBS,Unknown bird - small
712629,UNKBS,Unknown bird - small
712207,YL001,European starling
712714,UNKBS,Unknown bird - small
713295,YL001,European starling
713093,UNKBM,Unknown bird - medium
713274,NE1,Gulls
712141,YL001,European starling
714964,UNKB,Unknown bird
713189,UNKBS,Unknown bird - small
712122,J2204,Canada goose
713181,K1,New World vultures
712806,UNKBS,Unknown bird - small
712805,UNKBS,Unknown bird - small
714955,UNKB,Unknown bird
713081,UNKBS,Unknown bird - small
713064,O2111,Rock pigeon
712468,UNKBS,Unknown bird - small
712994,O2205,Mourning dove
712403,NE1,Gulls
712956,O2111,Rock pigeon
712347,N5111,Killdeer
712929,YL001,European starling
711976,O2205,Mourning dove
712246,UNKB,Unknown bird
712248,UNKB,Unknown bird
711860,UNKBS,Unknown bird - small
711767,UNKB,Unknown bird
711758,UNKBS,Unknown bird - small
711380,UNKBS,Unknown bird - small
710684,UNKBS,Unknown bird - small
710897,UNKBM,Unknown bird - medium
710226,UNKBS,Unknown bird - small
711246,UNKBS,Unknown bird - small
711165,UNKB,Unknown bird
711334,UNKBS,Unknown bird - small
710886,UNKBS,Unknown bird - small
710127,UNKBS,Unknown bird - small
710677,T1002,Chimney swift
711002,UNKBS,Unknown bird - small
710571,ZT1,Blackbirds
711234,ZD102,Cedar waxwing
709960,K33,Hawks
710881,UNKBS,Unknown bird - small
710668,UNKBS,Unknown bird - small
709294,UNKBS,Unknown bird - small
709257,J2204,Canada goose
710479,UNKBS,Unknown bird - small
710826,UNKBM,Unknown bird - medium
710821,UNKBM,Unknown bird - medium
710818,1G11,White-tailed deer
710372,UNKBS,Unknown bird - small
709557,S5213,Common nighthawk
709949,UNKBS,Unknown bird - small
709479,UNKBL,Unknown bird - large
709829,UNKBS,Unknown bird - small
710624,UNKBM,Unknown bird - medium
709805,UNKBM,Unknown bird - medium
709643,UNKBM,Unknown bird - medium
710039,UNKBM,Unknown bird - medium
710030,UNKBM,Unknown bird - medium
710057,UNKBM,Unknown bird - medium
709088,NE1,Gulls
709085,NE1,Gulls
710034,NE1,Gulls
709048,UNKBS,Unknown bird - small
710700,UNKBS,Unknown bird - small
707074,UNKBS,Unknown bird - small
707361,UNKBM,Unknown bird - medium
707050,YL001,European starling
707146,YL001,European starling
707624,UNKBS,Unknown bird - small
707625,UNKBM,Unknown bird - medium
706657,UNKBM,Unknown bird - medium
707212,UNKBS,Unknown bird - small
833645,ZS009,Yellow-rumped warbler
707941,UNKBM,Unknown bird - medium
707839,UNKBL,Unknown bird - large
705688,UNKBM,Unknown bird - medium
707380,ZT101,Red-winged blackbird
707364,UNKBS,Unknown bird - small
705104,UNKBM,Unknown bird - medium
705105,UNKBS,Unknown bird - small
706211,UNKBS,Unknown bird - small
707562,UNKBS,Unknown bird - small
706876,UNKBM,Unknown bird - medium
707286,N5111,Killdeer
833669,ZS010,Blackpoll warbler
705682,UNKBS,Unknown bird - small
707106,UNKBS,Unknown bird - small
705143,K5114,American kestrel
707544,K5114,American kestrel
707824,UNKBS,Unknown bird - small
706510,UNKBS,Unknown bird - small
706511,UNKBS,Unknown bird - small
706591,UNKBS,Unknown bird - small
707302,UNKBS,Unknown bird - small
706553,UNKBM,Unknown bird - medium
707594,K33,Hawks
706935,UNKBS,Unknown bird - small
706289,UNKBS,Unknown bird - small
706725,UNKBM,Unknown bird - medium
705706,UNKBM,Unknown bird - medium
707551,YI010,Tree swallow
703838,UNKBS,Unknown bird - small
703840,UNKBS,Unknown bird - small
706948,UNKBS,Unknown bird - small
707860,UNKBM,Unknown bird - medium
705950,1F11,Coyote
705194,UNKBS,Unknown bird - small
705766,UNKBM,Unknown bird - medium
704089,UNKBS,Unknown bird - small
704354,UNKBS,Unknown bird - small
706658,UNKBM,Unknown bird - medium
706008,UNKBS,Unknown bird - small
704440,UNKBM,Unknown bird - medium
702058,UNKBM,Unknown bird - medium
703958,J21,Ducks
705255,YI,Swallows
704923,UNKBS,Unknown bird - small
706744,UNKBL,Unknown bird - large
700729,UNKBS,Unknown bird - small
701991,YI005,Barn swallow
702271,UNKBS,Unknown bird - small
704641,O2205,Mourning dove
704389,UNKBL,Unknown bird - large
702401,UNKBM,Unknown bird - medium
704390,UNKBS,Unknown bird - small
833435,UNKBM,Unknown bird - medium
701104,J2204,Canada goose
703510,UNKBS,Unknown bird - small
705516,J2204,Canada goose
702009,UNKBS,Unknown bird - small
702517,O2205,Mourning dove
704193,UNKBS,Unknown bird - small
705297,UNKBS,Unknown bird - small
703722,UNKBS,Unknown bird - small
703023,S5213,Common nighthawk
705556,J2204,Canada goose
704308,ZX3,Sparrows
703121,UNKBS,Unknown bird - small
700973,UNKBS,Unknown bird - small
701313,UNKBS,Unknown bird - small
700972,O2205,Mourning dove
702273,ZX3,Sparrows
702782,ZX3,Sparrows
703603,YI005,Barn swallow
698220,UNKBM,Unknown bird - medium
701685,N6,"Sandpipers, curlews, phalaropes, allies"
701832,UNKBL,Unknown bird - large
703794,YM1102,American crow
698714,UNKBM,Unknown bird - medium
702474,YL001,European starling
701579,UNKBS,Unknown bird - small
703270,UNKBM,Unknown bird - medium
700480,YI,Swallows
699163,UNKBM,Unknown bird - medium
699702,UNKBS,Unknown bird - small
697555,UNKBS,Unknown bird - small
703284,UNKBS,Unknown bird - small
702900,UNKBM,Unknown bird - medium
699222,YM11,Crows
700823,YM1102,American crow
701460,UNKBS,Unknown bird - small
700335,NE1,Gulls
701397,YL001,European starling
701600,UNKBS,Unknown bird - small
702562,UNKBS,Unknown bird - small
700071,O2205,Mourning dove
702766,ZT1,Blackbirds
699621,K3311,Cooper's hawk
699624,UNKBS,Unknown bird - small
700619,O2111,Rock pigeon
700419,UNKBS,Unknown bird - small
699072,UNKBM,Unknown bird - medium
700462,YI,Swallows
701450,UNKBL,Unknown bird - large
700204,UNKBM,Unknown bird - medium
699010,UNKBM,Unknown bird - medium
701241,UNKBS,Unknown bird - small
701894,UNKBS,Unknown bird - small
699148,UNKBS,Unknown bird - small
700711,UNKBS,Unknown bird - small
697937,UNKBS,Unknown bird - small
698260,1G11,White-tailed deer
699375,K33,Hawks
699692,UNKBM,Unknown bird - medium
699335,NE1,Gulls
699066,UNKBM,Unknown bird - medium
700176,UNKBM,Unknown bird - medium
694970,UNKBS,Unknown bird - small
698650,UNKBM,Unknown bird - medium
700772,1G11,White-tailed deer
699555,NE1,Gulls
698698,NE1,Gulls
701738,UNKBM,Unknown bird - medium
698031,O2205,Mourning dove
696193,UNKBS,Unknown bird - small
693939,NE1,Gulls
707231,O2205,Mourning dove
693825,UNKBS,Unknown bird - small
697075,UNKBM,Unknown bird - medium
700487,UNKBM,Unknown bird - medium
699143,O2205,Mourning dove
695167,ZT1,Blackbirds
699103,1G11,White-tailed deer
695573,O2205,Mourning dove
696549,K3302,Red-tailed hawk
698209,UNKBS,Unknown bird - small
695671,O2205,Mourning dove
700361,UNKBM,Unknown bird - medium
700362,UNKBM,Unknown bird - medium
697208,UNKBL,Unknown bird - large
696637,YI,Swallows
698202,UNKBM,Unknown bird - medium
698942,UNKBS,Unknown bird - small
697123,YH004,Horned lark
696243,UNKBM,Unknown bird - medium
700861,UNKBM,Unknown bird - medium
697033,UNKBS,Unknown bird - small
697818,UNKBM,Unknown bird - medium
695710,UNKBM,Unknown bird - medium
699037,UNKBS,Unknown bird - small
696720,UNKBM,Unknown bird - medium
697542,UNKBS,Unknown bird - small
694631,UNKBS,Unknown bird - small
695217,UNKBS,Unknown bird - small
697736,UNKBS,Unknown bird - small
697210,UNKBS,Unknown bird - small
699434,UNKBM,Unknown bird - medium
697653,UNKBS,Unknown bird - small
697813,UNKBM,Unknown bird - medium
697842,UNKBS,Unknown bird - small
693784,UNKBS,Unknown bird - small
695085,UNKBM,Unknown bird - medium
695307,UNKBM,Unknown bird - medium
696769,UNKBM,Unknown bird - medium
697094,UNKBS,Unknown bird - small
696496,UNKBS,Unknown bird - small
702807,O2205,Mourning dove
694876,ZT1,Blackbirds
699060,UNKBM,Unknown bird - medium
698731,UNKBS,Unknown bird - small
697544,UNKBS,Unknown bird - small
697607,UNKBM,Unknown bird - medium
697603,UNKBS,Unknown bird - small
696658,UNKBM,Unknown bird - medium
699811,UNKBM,Unknown bird - medium
695328,UNKBS,Unknown bird - small
697130,O2205,Mourning dove
697589,UNKBS,Unknown bird - small
696889,UNKBS,Unknown bird - small
693435,UNKBS,Unknown bird - small
696367,UNKBS,Unknown bird - small
695978,UNKBS,Unknown bird - small
698386,UNKBS,Unknown bird - small
698445,UNKBS,Unknown bird - small
695775,UNKBS,Unknown bird - small
696726,UNKBS,Unknown bird - small
692813,ZX3,Sparrows
695682,UNKBM,Unknown bird - medium
696374,UNKBM,Unknown bird - medium
695926,UNKBS,Unknown bird - small
696688,Z5201,Northern mockingbird
